Auto Gain Control OFF,IR PA (mA)=10,Red PA (mA)=10,Sample Rate (Hz)=100,Pulse Width (usec)=400,FIFO Almost Full=17,FIFO Rolls on Full=Not Checked,Sample Averaging=2
IR Count, Red Count, Green Count, X Axis Acceleration, Y Axis Acceleration, Z Axis Acceleration, Heart Rate, HR Confidence, SPO2, Algorithm Status
Auto Gain Control OFF,IR PA (mA)=10,Red PA (mA)=10,Sample Rate (Hz)=1600,Pulse Width (usec)=400,FIFO Almost Full=17,FIFO Rolls on Full=Not Checked,Sample Averaging=2
IR Count, Red Count, Green Count, X Axis Acceleration, Y Axis Acceleration, Z Axis Acceleration, Heart Rate, HR Confidence, SPO2, Algorithm Status
179,269,--,0.000,0.000,0.000,0.0,0,0.0,0
231,346,--,0.000,0.000,0.000,0.0,0,0.0,0
178,275,--,0.000,0.000,0.000,0.0,0,0.0,0
231,347,--,0.000,0.000,0.000,0.0,0,0.0,0
176,270,--,0.000,0.000,0.000,0.0,0,0.0,0
230,346,--,0.000,0.000,0.000,0.0,0,0.0,0
176,274,--,0.000,0.000,0.000,0.0,0,0.0,0
228,344,--,0.000,0.000,0.000,0.0,0,0.0,0
177,272,--,0.000,0.000,0.000,0.0,0,0.0,0
233,350,--,0.000,0.000,0.000,0.0,0,0.0,0
178,275,--,0.000,0.000,0.000,0.0,0,0.0,0
231,347,--,0.000,0.000,0.000,0.0,0,0.0,0
180,276,--,0.000,0.000,0.000,0.0,0,0.0,0
228,349,--,0.000,0.000,0.000,0.0,0,0.0,0
179,274,--,0.000,0.000,0.000,0.0,0,0.0,0
226,345,--,0.000,0.000,0.000,0.0,0,0.0,0
181,275,--,0.000,0.000,0.000,0.0,0,0.0,0
229,346,--,0.000,0.000,0.000,0.0,0,0.0,0
183,271,--,0.000,0.000,0.000,0.0,0,0.0,0
225,344,--,0.000,0.000,0.000,0.0,0,0.0,0
183,272,--,0.000,0.000,0.000,0.0,0,0.0,0
230,343,--,0.000,0.000,0.000,0.0,0,0.0,0
184,273,--,0.000,0.000,0.000,0.0,0,0.0,0
226,345,--,0.000,0.000,0.000,0.0,0,0.0,0
187,273,--,0.000,0.000,0.000,0.0,0,0.0,0
227,343,--,0.000,0.000,0.000,0.0,0,0.0,0
182,273,--,0.000,0.000,0.000,0.0,0,0.0,0
226,343,--,0.000,0.000,0.000,0.0,0,0.0,0
187,275,--,0.000,0.000,0.000,0.0,0,0.0,0
227,340,--,0.000,0.000,0.000,0.0,0,0.0,0
184,273,--,0.000,0.000,0.000,0.0,0,0.0,0
224,345,--,0.000,0.000,0.000,0.0,0,0.0,0
187,272,--,0.000,0.000,0.000,0.0,0,0.0,0
226,342,--,0.000,0.000,0.000,0.0,0,0.0,0
185,273,--,0.000,0.000,0.000,0.0,0,0.0,0
221,341,--,0.000,0.000,0.000,0.0,0,0.0,0
185,277,--,0.000,0.000,0.000,0.0,0,0.0,0
224,345,--,0.000,0.000,0.000,0.0,0,0.0,0
182,277,--,0.000,0.000,0.000,0.0,0,0.0,0
224,341,--,0.000,0.000,0.000,0.0,0,0.0,0
185,277,--,0.000,0.000,0.000,0.0,0,0.0,0
224,342,--,0.000,0.000,0.000,0.0,0,0.0,0
186,275,--,0.000,0.000,0.000,0.0,0,0.0,0
222,339,--,0.000,0.000,0.000,0.0,0,0.0,0
184,275,--,0.000,0.000,0.000,0.0,0,0.0,0
222,344,--,0.000,0.000,0.000,0.0,0,0.0,0
186,276,--,0.000,0.000,0.000,0.0,0,0.0,0
221,339,--,0.000,0.000,0.000,0.0,0,0.0,0
188,276,--,0.000,0.000,0.000,0.0,0,0.0,0
221,344,--,0.000,0.000,0.000,0.0,0,0.0,0
187,277,--,0.000,0.000,0.000,0.0,0,0.0,0
218,338,--,0.000,0.000,0.000,0.0,0,0.0,0
185,278,--,0.000,0.000,0.000,0.0,0,0.0,0
216,341,--,0.000,0.000,0.000,0.0,0,0.0,0
192,278,--,0.000,0.000,0.000,0.0,0,0.0,0
220,340,--,0.000,0.000,0.000,0.0,0,0.0,0
189,278,--,0.000,0.000,0.000,0.0,0,0.0,0
215,339,--,0.000,0.000,0.000,0.0,0,0.0,0
191,279,--,0.000,0.000,0.000,0.0,0,0.0,0
